date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
2015-02-10,604000.0,4,8,True,138.42547,False,False,False,1,True,True,2,4
2015-02-17,199000.0,2,6,True,105.90942,False,False,False,1,False,True,2,1
2015-04-18,887000.0,3,8,True,278.709,False,True,False,2,False,False,4,3
2014-07-31,288000.0,3,7,True,154.21898,False,False,False,1,True,True,7,2
2014-12-10,685000.0,4,9,False,308.43796,False,False,False,2,True,False,12,4
2014-11-05,350000.0,3,9,True,128.20614,False,False,False,2,True,False,11,2
2014-07-08,440000.0,3,8,False,172.79958,False,True,False,2,False,False,7,3
2014-07-16,340000.0,3,7,False,93.83203,False,False,False,1,False,True,7,4
2014-08-19,369000.0,3,7,False,120.7739,False,False,False,1,True,True,8,2
2014-12-22,625000.0,4,8,True,247.12198,False,False,False,2,True,True,12,3
2015-04-15,785000.0,4,9,False,319.58632,False,False,False,2,True,False,4,4
2015-02-25,319500.0,4,8,False,253.62519,False,False,False,2,True,False,2,1
2015-03-16,585000.0,3,7,False,125.41905,False,False,False,1,False,False,3,3
2014-11-04,151100.0,3,6,False,78.03852,False,False,False,1,False,True,11,2
2014-11-19,718000.0,3,8,False,211.81884,True,False,False,1,True,False,11,2
2015-03-09,260000.0,4,8,False,182.08988,False,False,False,1,True,True,3,1
2014-12-16,635000.0,4,8,True,178.37376,False,False,False,2,True,True,12,4
2014-08-27,401000.0,3,8,False,164.43831,False,False,False,3,True,False,8,2
2014-07-10,554000.0,2,8,False,155.14801,False,False,False,2,False,True,7,4
2014-08-06,404500.0,2,7,False,74.3224,False,False,False,1,False,True,8,3
2014-12-19,239900.0,4,7,True,137.49644,False,False,False,1,True,True,12,1
2014-09-24,325000.0,4,7,True,165.36734,False,False,False,2,False,True,9,1
2014-10-10,615000.0,4,8,True,232.2575,False,False,False,2,True,True,10,4
2014-06-03,320000.0,3,6,True,174.65764,False,False,True,2,False,True,6,3
2015-03-26,552000.0,4,7,True,293.57348,False,True,False,2,True,True,3,1
2014-06-24,199000.0,3,6,False,92.903,False,False,False,1,False,True,6,1
2014-09-18,1038000.0,3,12,False,424.56671,False,False,False,2,True,False,9,3
2014-07-17,245000.0,2,7,False,79.89658,False,False,False,1,False,True,7,2
2014-12-09,915000.0,5,7,True,239.68974,False,False,False,2,True,True,12,4
2015-04-29,619990.0,4,8,False,244.33489,False,False,False,2,True,False,4,2
2014-09-17,325000.0,3,7,False,106.83845,False,False,False,1,False,True,9,2
2015-05-01,674950.0,3,10,False,326.08953,False,False,False,2,True,False,5,2
2014-07-10,879000.0,4,10,False,312.15408,False,False,False,2,True,False,7,4
2014-08-15,277140.0,3,8,True,110.55457,False,False,False,1,True,False,8,4
2014-06-14,397500.0,3,7,True,140.28353,False,False,False,2,False,True,6,2
2015-04-09,690000.0,5,8,True,310.29602,False,False,False,3,True,False,4,3
2014-07-22,796000.0,4,9,True,340.95401,False,False,False,3,True,False,7,3
2015-03-23,607000.0,4,8,True,195.09629999999999,False,False,False,2,True,True,3,4
2014-10-24,193000.0,3,7,False,109.62554,False,False,False,1,True,True,10,1
2015-03-19,374900.0,5,8,True,276.85094,False,False,False,2,True,True,3,1
2014-12-02,570000.0,6,8,True,313.08311,False,False,False,2,True,True,12,2
2014-07-25,592500.0,2,8,False,173.72861,False,False,False,2,False,True,7,4
2015-02-11,316000.0,2,6,False,79.89658,False,False,False,2,False,True,2,2
2014-06-27,280000.0,1,6,False,64.10307,False,False,False,1,False,True,6,3
2014-09-19,739000.0,4,9,False,258.27034,False,False,False,2,True,False,9,4
2014-10-23,570000.0,3,8,True,145.85771,False,False,False,3,True,False,10,3
2014-05-28,565000.0,7,7,True,384.61842,False,False,False,4,True,True,5,2
2015-01-06,340000.0,3,7,False,161.65122,False,False,False,1,True,True,1,2
2014-09-24,345000.0,2,7,False,236.90265,False,False,False,2,True,False,9,1
2014-07-21,253000.0,3,7,False,130.0642,True,False,False,1,False,True,7,1
2014-12-29,562000.0,4,8,True,237.83168,False,False,False,2,True,True,12,3
2015-03-19,408000.0,3,9,False,260.1284,False,False,False,2,True,False,3,1
2014-10-27,315000.0,3,8,False,135.63838,False,False,False,1,True,True,10,1
2014-08-22,625000.0,4,9,False,296.36057,False,False,False,2,True,False,8,2
2014-12-01,258000.0,3,7,False,166.29637,False,False,False,2,False,False,12,1
2015-02-17,428000.0,3,8,False,207.17369,False,False,False,2,True,True,2,1
2014-12-29,195000.0,3,7,True,132.85129,False,False,False,1,True,True,12,1
2014-05-09,525000.0,3,8,False,188.59309,False,False,False,2,True,False,5,3
2014-09-18,425000.0,3,8,True,150.50286,False,False,False,2,True,False,9,3
2014-10-02,265000.0,3,7,False,130.0642,False,False,False,2,True,False,10,2
2015-02-18,799990.0,3,10,False,264.77355,False,False,False,2,True,False,2,4
2015-05-08,490000.0,3,7,False,187.66406,False,False,False,1,True,False,5,2
2015-03-17,515000.0,2,8,False,123.56099,False,False,False,2,True,False,3,4
2014-06-13,577000.0,3,7,True,163.50928,False,False,False,1,True,True,6,4
2014-11-19,515000.0,3,7,True,168.15443,False,False,False,1,True,True,11,3
2014-07-02,599950.0,4,8,True,232.2575,False,False,False,3,True,False,7,4
2014-07-23,249000.0,4,7,True,172.79958,False,False,False,2,True,True,7,1
2015-05-04,495000.0,5,7,True,232.2575,False,True,False,3,True,True,5,1
2014-09-17,1160000.0,4,10,True,259.19937,True,False,False,2,True,False,9,4
2015-04-07,386500.0,4,8,False,288.92833,False,False,False,2,True,False,4,1
2014-11-06,560000.0,4,8,True,168.15443,False,True,False,1,True,True,11,3
2014-11-21,225000.0,3,7,False,143.99965,True,False,False,1,True,False,11,2
2014-08-04,440000.0,4,9,False,260.1284,False,False,False,2,True,False,8,2
2014-08-01,359000.0,3,7,True,122.63195999999999,False,False,False,3,False,False,8,3
2014-10-01,287000.0,3,7,False,116.12875,False,False,False,1,False,True,10,1
2014-08-09,249000.0,3,7,False,120.7739,False,False,False,1,True,True,8,1
2015-04-09,549950.0,4,8,False,351.17334,False,False,False,2,True,False,4,2
2015-03-04,512000.0,3,7,True,149.57383,False,False,False,1,True,True,3,4
2015-04-13,700000.0,4,9,True,249.90906999999999,False,False,False,2,True,False,4,4
2014-07-18,193000.0,3,6,False,89.18688,False,False,False,1,False,True,7,1
2015-04-14,260000.0,3,8,False,139.3545,False,False,False,2,True,False,4,1
2014-12-03,515000.0,4,8,False,260.1284,False,False,False,2,True,False,12,2
2014-08-07,799000.0,5,8,False,232.2575,False,True,False,2,True,True,8,4
2014-05-28,900000.0,6,9,False,213.6769,True,False,False,2,True,False,5,4
2014-12-09,306000.0,2,7,True,111.4836,False,False,True,1,True,True,12,2
2015-04-07,855000.0,5,8,False,179.30279,False,False,False,1,True,False,4,4
2015-05-04,603000.0,3,7,True,157.9351,False,False,True,2,True,False,5,3
2015-04-28,186375.0,3,7,False,92.903,False,False,False,1,False,True,4,2
2014-12-19,268500.0,2,8,True,119.84487,False,False,False,1,True,True,12,3
2015-01-16,218500.0,3,7,False,129.13517,False,False,False,1,True,True,1,1
2014-11-26,612000.0,3,9,False,216.46399,False,False,False,3,False,True,11,2
2014-10-21,213550.0,3,7,False,146.78674,False,False,False,2,True,False,10,1
2015-04-23,439000.0,3,7,True,137.49644,False,False,False,2,True,True,4,2
2014-09-23,649000.0,5,9,True,370.68297,False,False,False,3,True,False,9,1
2015-04-15,278000.0,3,7,False,196.95436,False,False,False,2,True,False,4,1
2015-04-27,613500.0,4,9,False,280.56706,False,False,False,2,True,False,4,3
2014-05-30,365250.0,3,7,False,138.42547,False,False,False,2,True,False,5,2
2014-09-19,285000.0,2,6,False,85.47076,False,False,False,1,False,True,9,2
2014-06-04,532000.0,4,7,True,187.66406,False,False,False,1,True,True,6,4
2014-06-23,225000.0,3,7,False,146.78674,False,False,False,1,True,True,6,1
2014-05-14,339950.0,3,7,False,97.54814999999999,False,False,False,1,False,False,5,3
2014-07-14,385000.0,3,7,True,95.69009,False,False,False,1,False,True,7,3
2015-02-18,554000.0,3,7,True,163.50928,False,False,False,2,False,True,2,3
2014-12-05,743000.0,4,9,False,316.79923,False,False,False,2,True,False,12,4
2015-04-01,910000.0,4,9,False,257.34131,False,False,False,2,True,False,4,3
2014-12-02,270000.0,3,7,False,164.43831,False,False,False,2,True,False,12,1
2014-08-22,780000.0,5,8,False,267.56064,False,False,False,2,False,False,8,3
2015-02-13,340000.0,4,8,False,202.621443,False,False,False,2,True,False,2,1
2014-10-24,650000.0,4,8,False,243.40586,False,False,False,2,True,False,10,4
2014-09-08,265000.0,3,7,False,130.99323,False,False,False,2,True,False,9,2
2015-04-03,950000.0,4,9,True,257.34131,False,True,False,2,True,False,4,3
2014-12-30,190000.0,3,6,False,70.60628,False,False,False,1,True,True,12,3
2014-08-08,390000.0,3,7,False,173.72861,False,False,True,1,True,True,8,2
2015-04-01,377000.0,4,6,True,167.2254,False,False,True,1,True,True,4,2
2014-07-19,680000.0,3,7,True,198.81242,False,False,False,1,True,True,7,4
2015-04-22,300000.0,6,7,False,222.9672,False,False,False,3,False,False,4,1
2014-10-09,533000.0,3,8,False,261.05743,False,False,False,2,True,False,10,3
2014-08-12,640000.0,3,8,False,230.39944,False,False,False,3,True,False,8,4
2014-05-07,361280.0,2,7,False,76.18046,False,False,False,1,False,True,5,2
2014-07-14,270000.0,3,7,False,143.07062,False,False,False,1,True,True,7,3
2015-04-27,870000.0,4,8,True,258.27034,False,False,False,3,True,False,4,3
2015-01-26,750000.0,5,8,False,325.1605,True,False,False,3,True,False,1,4
2015-03-26,525000.0,3,8,True,144.92867999999999,False,False,False,1,False,True,3,3
2014-11-10,520000.0,3,9,False,211.81884,False,True,False,2,True,False,11,2
2014-07-02,645000.0,3,7,True,210.88981,False,False,False,1,True,True,7,3
2014-07-16,247200.0,3,7,False,147.71577,False,False,False,1,False,True,7,1
2014-05-06,484000.0,2,7,True,154.21898,False,False,False,1,True,True,5,4
2014-12-03,247000.0,3,8,True,152.36092,False,False,False,2,True,True,12,1
2014-05-23,244000.0,4,6,False,134.70935,False,False,False,1,False,True,5,2
2014-11-12,732500.0,3,9,False,229.47041,False,False,False,2,True,False,11,4
2014-09-12,585000.0,4,9,False,216.46399,False,False,False,2,True,False,9,4
2015-02-06,225000.0,3,5,False,124.49002,False,False,False,1,False,False,2,1
2015-02-18,286000.0,4,6,False,148.6448,False,False,False,1,True,False,2,2
2014-08-04,226500.0,3,7,True,120.7739,False,False,False,1,True,True,8,1
2014-05-20,288400.0,4,7,True,172.79958,False,False,False,2,True,True,5,1
2014-10-27,622200.0,3,7,True,159.79316,False,False,False,1,True,True,10,2
2014-08-12,270000.0,3,7,False,130.0642,False,False,False,2,True,False,8,1
2014-11-07,290000.0,3,7,False,124.49002,False,False,False,1,True,True,11,2
2014-09-10,242500.0,3,6,False,87.32882,False,False,False,1,False,True,9,1
2015-03-19,265000.0,4,7,True,115.19972,False,False,False,1,True,True,3,1
2014-06-03,562100.0,3,8,False,194.16727,False,False,False,2,True,False,6,4
2015-04-22,385000.0,3,6,True,94.76106,False,False,False,1,False,True,4,1
2014-06-19,899000.0,4,8,True,220.18010999999998,False,True,False,2,True,True,6,3
2015-02-24,115000.0,3,7,False,100.33524,False,False,False,1,True,True,2,1
2014-11-07,429950.0,4,8,False,215.53496,False,False,False,2,True,False,11,3
2014-06-21,375000.0,2,7,True,114.27069,False,False,False,1,False,False,6,3
2015-03-19,442500.0,4,7,False,222.9672,False,False,False,2,True,False,3,2
2014-09-04,325000.0,1,7,False,67.81919,False,False,False,1,False,True,9,3
2015-04-07,339950.0,3,6,True,123.56099,False,False,False,1,True,True,4,1
2014-09-08,615000.0,3,7,True,172.79958,False,False,False,2,False,True,9,4
2015-05-08,565000.0,3,7,False,84.54173,False,False,False,1,False,True,5,3
2015-04-02,350000.0,4,8,False,198.81242,False,False,False,2,True,False,4,2
2014-06-23,490000.0,3,8,True,136.56741,False,False,False,2,True,False,6,3
2014-05-29,250000.0,2,6,False,103.12233,False,False,False,1,False,True,5,1
2014-05-09,460000.0,4,7,True,162.58025,False,False,True,1,True,False,5,3
2014-08-12,320000.0,4,8,False,203.45757,False,False,False,2,True,False,8,1
2014-12-03,315000.0,3,7,True,176.5157,False,False,False,1,True,True,12,2
2014-10-13,625000.0,4,9,False,241.640703,False,False,False,2,True,False,10,3
2015-03-27,692000.0,4,10,False,218.32205,False,False,False,2,True,True,3,4
2014-12-03,575000.0,3,8,False,249.90906999999999,False,False,False,2,False,False,12,2
2014-07-29,435000.0,3,7,False,165.181534,False,False,False,2,True,False,7,2
2014-06-16,825000.0,4,8,False,175.58667,False,False,False,1,True,False,6,3
2014-05-28,186950.0,2,7,False,129.13517,False,False,False,2,False,False,5,1
2014-06-26,775000.0,3,9,True,264.77355,False,False,False,2,True,True,6,4
2014-11-05,239950.0,3,7,False,144.92867999999999,False,False,False,2,True,False,11,1
2015-02-13,576750.0,3,7,True,206.24466,False,False,False,2,False,True,2,3
2015-05-05,370000.0,6,6,True,301.00572,False,False,False,2,True,True,5,1
2015-03-30,960000.0,3,8,False,160.72219,False,True,False,2,True,False,3,4
2015-02-19,415000.0,6,8,True,232.2575,False,False,False,2,False,True,2,2
2014-07-29,275000.0,3,7,False,152.36092,False,False,False,2,True,False,7,1
2014-11-21,695000.0,3,9,True,244.33489,False,True,False,3,True,False,11,3
2015-02-23,685000.0,4,9,False,209.96078,False,False,False,2,False,True,2,4
2014-10-22,700000.0,4,7,False,224.82526,False,False,False,1,True,False,10,4
2015-02-16,555750.0,3,6,True,98.47718,False,False,False,1,False,True,2,2
2014-12-22,310000.0,3,7,False,106.83845,False,False,False,1,True,False,12,3
2015-02-20,565000.0,4,7,False,192.30921,False,False,False,2,False,False,2,2
2014-11-19,517500.0,3,7,False,110.55457,False,False,False,1,False,True,11,4
2014-12-03,260000.0,4,7,True,161.65122,False,False,False,1,False,True,12,1
2014-06-18,515500.0,4,9,False,271.27676,False,False,False,2,True,False,6,2
2015-05-04,619000.0,5,8,False,274.06385,False,False,False,3,True,False,5,3
2014-12-29,185000.0,3,7,False,104.98039,False,False,False,1,True,True,12,1
2014-10-29,480000.0,3,9,False,227.61235,False,False,False,2,True,False,10,1
2015-05-01,550000.0,4,8,False,299.14766,False,False,False,2,True,False,5,2
2015-04-07,320000.0,4,7,False,290.78639,False,False,False,2,True,False,4,1
2014-08-21,610000.0,3,8,False,191.38018,False,False,False,2,True,False,8,4
2015-02-11,287450.0,3,7,False,133.78032,False,False,False,2,True,False,2,2
2015-05-04,515055.0,4,8,False,222.9672,False,False,False,2,True,False,5,2
2014-11-14,551000.0,3,8,False,186.73503,False,False,False,2,True,False,11,4
2014-10-22,970000.0,5,9,True,315.8702,False,False,False,3,True,False,10,2
2014-05-10,875000.0,4,8,True,234.11556,True,False,False,2,False,True,5,3
2015-03-04,529500.0,3,9,False,130.99323,False,False,False,2,True,False,3,3
2015-02-24,596000.0,3,8,False,160.72219,False,False,False,2,True,False,2,4
2014-10-20,260000.0,2,6,False,69.67725,False,False,False,1,False,True,10,2
2014-05-28,580000.0,5,7,True,180.23182,False,False,True,2,False,True,5,3
2014-06-25,459000.0,5,7,False,245.26391999999998,False,False,False,3,True,False,6,3
2014-06-05,275000.0,3,7,True,129.13517,False,False,False,3,False,False,6,2
2014-09-23,542000.0,3,8,True,184.87697,False,False,False,2,True,True,9,4
2015-04-13,275000.0,4,7,True,156.07704,False,False,False,1,True,True,4,1
2014-12-12,360000.0,5,8,True,267.56064,True,False,False,2,True,True,12,1
2015-05-05,655100.0,1,7,False,113.34166,False,False,False,1,False,True,5,3
2015-04-26,780000.0,4,9,False,295.43154,False,True,False,2,True,False,4,2
2015-03-26,370000.0,3,7,False,126.34808,False,False,False,1,True,True,3,3
2015-04-21,790100.0,4,8,False,240.61877,False,False,False,2,True,False,4,4
2014-11-17,295000.0,4,7,False,168.15443,False,False,False,2,False,True,11,3
2015-05-08,323000.0,4,7,False,185.806,False,False,False,2,True,False,5,2
2015-01-29,269950.0,3,7,True,140.28353,False,False,False,2,True,True,1,2
2014-06-15,652500.0,4,9,False,250.8381,False,False,False,2,True,False,6,3
2014-07-30,795000.0,4,8,True,300.07669,False,True,False,2,True,True,7,4
2014-06-17,1325000.0,4,11,False,410.63126,False,False,False,4,False,False,6,4
2014-07-28,399900.0,4,8,False,251.76713,False,False,False,2,True,False,7,2
2015-02-02,431000.0,3,7,True,170.01248999999999,False,False,False,2,True,True,2,2
2014-06-05,257000.0,4,8,True,216.46399,False,False,False,2,True,True,6,1
2015-04-24,299500.0,2,6,False,68.74822,False,False,False,1,False,True,4,2
2014-11-20,1150000.0,4,11,False,408.7732,False,False,False,3,True,False,11,4
2014-05-12,850000.0,4,8,False,218.32205,False,False,False,1,True,True,5,4
2014-07-07,335950.0,2,7,False,74.3224,False,False,True,1,True,True,7,2
2014-09-24,320000.0,4,7,True,196.02533,False,False,False,2,True,True,9,1
2014-06-06,570000.0,3,9,False,222.9672,False,False,False,2,True,False,6,2
2014-08-20,834800.0,3,9,False,322.37341,False,False,False,3,True,False,8,2
2014-12-12,460000.0,4,7,False,389.26357,False,False,False,2,True,False,12,1
2015-01-27,679950.0,3,8,False,207.17369,False,False,False,2,True,False,1,2
2015-02-25,319950.0,2,6,False,115.19972,False,False,False,1,False,False,2,2
2014-08-05,370000.0,4,7,True,203.45757,False,False,False,2,True,True,8,3
2014-06-09,1017100.0,4,10,False,377.18618,False,False,False,3,True,False,6,4
2014-11-07,224500.0,3,7,False,120.7739,False,False,False,1,True,True,11,1
2015-05-01,250000.0,2,7,False,125.41905,False,False,False,1,True,True,5,2
2014-09-02,333800.0,5,7,True,183.94794,False,False,False,3,False,True,9,2
2015-04-08,480000.0,5,7,True,256.41228,False,False,False,2,True,True,4,3
2015-04-27,840000.0,4,9,False,325.1605,False,False,False,3,True,False,4,4
2015-04-01,415000.0,3,8,False,140.28353,False,False,False,2,True,False,4,2
2014-07-14,629000.0,4,9,False,247.12198,False,False,False,2,True,False,7,3
2015-03-23,178500.0,3,7,False,104.05136,False,False,False,1,True,True,3,2
2015-02-20,325000.0,3,7,True,196.95436,False,False,False,1,True,True,2,1
2015-02-27,780000.0,3,9,False,307.50893,False,False,False,3,True,False,2,3
2015-01-05,802541.0,5,9,False,277.77997,False,False,False,2,True,False,1,4
2015-01-26,733000.0,6,8,True,253.62519,False,False,False,2,True,True,1,3
2014-11-18,299000.0,2,8,True,130.0642,False,False,False,2,True,False,11,1
2015-03-27,441000.0,2,7,True,119.84487,False,False,False,1,False,False,3,3
2014-05-09,431000.0,4,8,True,201.59951,False,True,False,2,True,True,5,2
2015-04-30,335000.0,3,7,False,117.05778,False,False,False,1,True,True,4,2
2014-08-20,449950.0,3,7,False,149.57383,False,False,False,2,True,False,8,3
2014-09-22,925000.0,3,8,False,151.43189,False,False,False,1,False,False,9,4
2014-06-17,752000.0,4,9,False,273.13482,False,False,False,2,True,False,6,3
2014-06-03,713250.0,3,7,False,190.45115,False,False,False,2,False,True,6,4
2015-02-18,550000.0,4,8,True,311.22505,False,False,False,2,True,False,2,3
2015-03-25,248000.0,3,6,True,131.92226,False,False,False,1,False,True,3,1
2015-03-03,670000.0,4,7,False,196.02533,False,False,False,2,True,False,3,4
2015-04-29,547000.0,3,9,True,145.85771,False,False,False,2,True,False,4,4
2015-03-03,370000.0,3,7,False,119.84487,False,False,False,1,True,True,3,3
2014-08-14,466950.0,3,7,True,126.34808,False,False,False,1,False,True,8,3
2014-06-18,287500.0,4,8,True,238.76071,False,False,False,2,True,True,6,1
2015-05-01,310000.0,5,8,True,241.5478,False,True,False,2,True,True,5,1
2014-09-08,169950.0,3,6,False,78.03852,False,False,False,1,False,True,9,1
2014-05-04,331950.0,4,8,True,235.04459,False,True,False,2,True,False,5,1
2014-07-10,592000.0,5,8,True,310.29602,False,False,False,3,True,False,7,3
2014-06-03,234000.0,2,5,False,87.32882,False,False,False,1,False,True,6,1
2015-02-04,334000.0,3,7,False,185.806,False,False,False,2,True,False,2,1
2014-09-26,490000.0,4,8,False,278.709,False,False,False,2,True,False,9,2
2014-05-22,319950.0,2,7,False,99.40621,False,True,True,1,False,True,5,1
2014-09-04,201000.0,3,7,False,113.34166,False,False,False,1,False,True,9,1
2014-05-09,536500.0,4,7,True,185.806,False,False,True,1,True,False,5,2
2015-04-10,760000.0,6,8,False,353.96043,False,False,False,3,True,False,4,3
2014-11-05,650000.0,3,8,True,173.72861,False,False,False,2,False,True,11,4
2015-05-11,386180.0,2,7,False,89.18688,False,False,False,1,True,False,5,3
2014-09-23,230000.0,3,7,False,152.36092,False,False,False,1,False,True,9,1
2014-07-15,330000.0,3,7,False,140.28353,False,False,False,1,True,True,7,2
2014-10-09,500000.0,3,8,True,160.72219,False,False,False,2,True,True,10,4
2015-05-06,601002.0,4,8,True,190.45115,False,False,False,2,True,True,5,4
2015-04-24,320000.0,4,7,True,187.66406,False,False,True,1,True,True,4,1
2014-12-17,287000.0,3,8,True,213.6769,False,False,False,2,True,True,12,1
2015-03-18,280500.0,3,7,True,155.14801,False,False,False,1,True,True,3,1
2014-10-14,89000.0,3,6,False,83.6127,False,False,False,1,False,True,10,1
2014-08-26,425000.0,2,6,True,132.85129,False,False,False,1,False,False,8,4
2015-01-27,232000.0,3,7,False,120.7739,False,False,True,1,True,True,1,1
2014-07-28,402200.0,3,7,True,166.29637,False,False,False,1,True,True,7,2
2014-06-23,310000.0,3,7,False,235.97362,False,False,False,2,True,False,6,1
2014-06-30,492650.0,4,8,True,196.95436,False,False,False,1,True,True,6,3
2015-04-17,345000.0,3,8,False,203.45757,False,False,False,2,True,False,4,1
2014-10-23,280017.0,3,8,False,171.87055,False,False,False,2,True,False,10,1
2014-09-17,273000.0,3,7,False,153.28995,False,False,False,2,True,False,9,1
2015-03-24,537100.0,3,8,True,227.61235,False,False,False,2,True,True,3,2
2015-03-16,453000.0,3,8,False,162.58025,False,False,False,2,True,False,3,4
2014-10-27,360000.0,3,7,True,140.28353,False,False,False,1,True,True,10,3
2014-08-12,455000.0,3,7,False,148.6448,False,False,False,2,True,False,8,2
2015-03-17,801501.0,4,9,False,209.03175,False,False,False,2,True,False,3,4
2014-10-15,228950.0,4,7,True,200.67048,False,False,False,3,False,True,10,1
2015-04-14,450000.0,2,8,True,197.88339,False,False,False,1,True,True,4,4
2014-10-13,645000.0,2,7,True,115.19972,False,False,False,1,False,True,10,3
2015-03-31,700000.0,4,8,False,257.34131,False,False,False,2,True,False,3,4
2014-05-20,290000.0,3,7,False,118.91584,False,False,False,1,True,True,5,3
2014-12-16,930000.0,2,7,True,167.2254,False,True,False,1,True,True,12,4
2014-10-22,340000.0,4,8,False,236.90265,False,False,False,2,True,False,10,1
2014-05-08,437000.0,3,7,False,121.70293,False,False,False,1,True,True,5,4
2014-05-15,417000.0,3,7,False,124.49002,False,False,False,1,True,True,5,4
2015-03-17,430000.0,3,7,False,134.70935,False,False,False,1,True,True,3,2
2014-06-27,1020000.0,3,8,False,155.14801,False,True,False,2,True,False,6,4
2014-08-29,434900.0,3,7,True,141.21256,False,False,False,2,False,True,8,4
2014-07-07,530000.0,3,7,True,122.63195999999999,False,False,False,1,True,True,7,4
2015-04-14,580000.0,3,8,False,145.85771,False,False,False,1,True,False,4,3
2014-06-06,385200.0,4,6,False,143.99965,False,False,False,1,False,False,6,2
2014-05-19,640000.0,2,9,False,143.07062,False,False,False,2,True,False,5,3
2014-08-27,225000.0,3,7,False,122.63195999999999,False,False,False,2,False,True,8,1
2014-08-26,549000.0,3,7,True,144.92867999999999,False,False,True,2,False,True,8,3
2014-11-24,589950.0,3,8,False,193.23824,False,False,False,2,False,False,11,4
2014-07-29,500000.0,2,7,False,116.12875,False,False,False,2,False,True,7,3
2015-04-09,628000.0,4,7,True,180.23182,False,False,False,1,True,True,4,3
2014-10-15,383000.0,4,8,True,239.68974,False,True,False,1,True,True,10,2
2014-09-23,502550.0,3,7,True,164.43831,False,False,False,1,True,True,9,3
2015-02-10,525000.0,3,9,True,215.53496,False,False,False,2,True,True,2,3
2014-05-08,930000.0,3,9,True,245.26391999999998,True,False,False,3,True,False,5,4
2014-07-28,452000.0,6,7,False,247.12198,True,False,False,2,True,False,7,2
2014-08-04,385000.0,3,6,True,113.34166,False,False,False,1,True,True,8,4
2015-01-14,343500.0,3,7,False,154.21898,False,False,False,2,False,True,1,3
2014-05-20,259000.0,3,7,False,122.63195999999999,False,False,False,1,False,True,5,2
2015-02-25,285000.0,4,8,False,183.01891,False,False,False,2,True,False,2,1
2015-04-12,419000.0,4,7,True,174.65764,False,False,False,2,True,True,4,2
2014-06-19,405000.0,2,7,False,117.05778,False,False,False,1,False,True,6,3
2014-07-01,955500.0,4,8,False,197.88339,True,False,False,1,True,False,7,4
2015-04-02,690000.0,3,7,True,158.86413,False,False,False,1,True,True,4,4
2014-08-20,495000.0,3,7,False,165.36734,False,False,False,2,True,False,8,2
2014-06-12,835000.0,3,8,True,259.19937,False,True,False,3,False,False,6,1
2015-03-25,525000.0,4,7,True,143.07062,False,False,False,2,False,True,3,3
2015-02-25,539000.0,4,9,False,217.39302,False,False,False,2,True,False,2,2
2014-10-07,315000.0,2,6,False,95.69009,False,False,True,1,False,False,10,2
2014-07-15,942500.0,5,9,True,348.38625,False,True,False,3,True,True,7,4
2015-03-03,259500.0,3,7,False,123.56099,False,False,False,2,False,True,3,1
2015-01-27,188000.0,2,6,False,104.05136,False,False,False,1,True,True,1,1
2015-01-24,900000.0,3,10,False,277.77997,True,False,False,3,False,False,1,2
2014-06-18,535000.0,4,8,False,242.47683,False,False,False,2,True,False,6,2
2014-08-22,395000.0,3,6,False,161.65122,False,False,False,1,True,True,8,3
2014-11-14,727000.0,3,9,False,146.78674,False,False,False,2,True,False,11,4
2014-07-08,250000.0,3,7,False,105.90942,False,False,False,1,True,True,7,1
2015-04-01,361500.0,4,7,False,183.94794,False,False,False,2,True,False,4,2
2014-08-29,415000.0,3,7,True,172.79958,False,False,False,1,True,True,8,2
2014-09-08,340000.0,4,7,True,191.38018,False,False,False,2,True,True,9,1
2014-08-20,935000.0,4,10,True,341.88304,False,True,False,3,False,False,8,3
2014-09-11,452000.0,3,8,True,213.6769,False,False,False,2,True,False,9,1
2015-04-29,494900.0,3,7,True,189.52212,False,False,False,2,True,False,4,2
2014-08-28,490000.0,4,7,True,225.75429,False,False,False,2,True,True,8,2
2015-04-13,650000.0,2,8,True,133.78032,False,False,False,1,True,True,4,3
2015-04-10,539000.0,5,7,False,157.9351,False,False,False,1,False,False,4,4
2014-10-20,277000.0,3,7,True,149.57383,False,False,False,2,True,True,10,1
2014-06-10,399950.0,2,7,False,65.96113,False,False,False,1,False,False,6,4
2014-10-09,311000.0,5,7,True,187.66406,False,False,False,3,False,True,10,2
2014-09-22,365000.0,3,7,False,198.81242,False,False,False,2,False,True,9,1
2015-04-21,380000.0,4,7,False,161.65122,False,False,False,1,True,True,4,1
2015-03-10,762450.0,4,8,False,238.76071,False,False,False,1,True,True,3,4
2014-07-17,322500.0,4,8,False,198.81242,False,False,False,2,True,False,7,1
2014-07-10,379000.0,4,7,True,118.91584,False,False,True,1,True,False,7,2
2014-05-12,690000.0,4,9,False,248.05101,False,False,False,2,True,False,5,3
2014-09-01,898000.0,3,8,False,239.68974,False,False,False,2,True,True,9,4
2014-08-04,835000.0,4,10,False,303.79281,False,False,False,3,True,False,8,4
2015-02-25,305000.0,3,7,False,116.12875,False,False,True,1,False,True,2,3
2014-06-17,554000.0,4,7,False,104.05136,False,False,False,1,False,False,6,3
2015-03-13,263700.0,3,6,False,111.4836,True,False,False,1,False,True,3,3
2014-05-03,553000.0,2,7,False,83.6127,False,False,False,1,False,True,5,3
